Timestamp,Temperature (°C),Humidity (%),Noise Level (dB),Light Intensity (lux),Air Quality Index
2025-05-09 08:00:00,24.64626900775462,62.00388638097826,38.62583810971386,640.4747505315504,91.72962434965211
2025-05-09 08:01:00,24.354813290422296,57.27984199940295,41.85251005414046,517.210713263419,100.03962181121075
2025-05-09 08:02:00,25.150594034234555,50.98234519286454,42.76471594599053,582.8174955323282,105.19032741091517
2025-05-09 08:03:00,24.80697550822641,68.76614755401603,36.78375784393717,554.0976749505685,103.09250269552433
2025-05-09 08:04:00,25.0767693434944,55.39286610480563,36.169597719265354,643.5358127048147,105.09162680076672
2025-05-09 08:05:00,26.026490858591274,52.11389521808943,36.95431955571218,655.030367400909,92.39421126710874
2025-05-09 08:06:00,25.325436823456457,62.06048187338795,32.99372992900116,689.1078677397397,115.81881124758253
2025-05-09 08:07:00,23.759270669507156,52.65464691028091,32.04784870740352,634.8198828464448,96.57619144661375
2025-05-09 08:08:00,22.31564826588475,63.314568274937216,41.485835736124535,617.1653769968897,98.81084348523409
2025-05-09 08:09:00,26.501696899506772,50.646786045166664,44.69297901587556,785.4023800438601,86.81344090782132
2025-05-09 08:10:00,23.64341493997933,62.15015194460685,44.35522646572609,447.5640929802823,98.06144843702717
2025-05-09 08:11:00,23.290338879959215,56.00523832140847,28.090043634316707,769.560986012924,105.32237736851518
2025-05-09 08:12:00,21.39490977335334,61.45526116351217,38.774674564783695,571.0178091131603,107.62510612692665
2025-05-09 08:13:00,24.507709657968167,64.50882854350772,34.489540222037206,657.0891586368305,115.61940737186782
2025-05-09 08:14:00,24.223329905930655,49.33696354739373,40.71868718910429,567.4340319406399,105.2023489582546
2025-05-09 08:15:00,21.72732759562578,61.37885910379161,37.910882405953096,529.7458370448373,102.76913195799703
2025-05-09 08:16:00,24.679911063199764,47.955480477872975,42.95955953122294,648.4577192794228,95.5370488848568
2025-05-09 08:17:00,23.25271211894784,49.76407822375886,39.90423454799329,704.2128308614443,93.38259591766993
2025-05-09 08:18:00,28.03547251093304,50.98295270103782,30.519990525410556,647.3007954967405,109.70248514668155
2025-05-09 08:19:00,23.145958211863697,57.51818318088931,35.164570636002296,545.7884213317118,109.51070351738909
2025-05-09 08:20:00,23.34721000170331,55.1650793846743,40.02892557413327,961.1350062815669,89.22987299151228
2025-05-09 08:21:00,22.687835663618447,54.16431957918582,40.45055214615543,719.8573670866252,107.23095887153481
2025-05-09 08:22:00,25.91681478156296,55.7311763951118,32.97161596147999,693.3342304207252,106.50383691395842
2025-05-09 08:23:00,23.44083630830287,57.956447946467364,32.31770148226939,564.7035769257795,88.86191114985806
2025-05-09 08:24:00,22.912628769351755,58.34124061970677,40.281226687865896,537.4834211710961,105.40456804789177
2025-05-09 08:25:00,25.060432514880812,60.470834178075656,32.98166346974736,572.0160924157061,89.50453540518193
2025-05-09 08:26:00,21.929470596880222,64.1001740638372,31.65685286749607,708.1406544392484,75.70707032326511
2025-05-09 08:27:00,24.93766581937342,54.89318813779261,37.77429743684329,500.9395662924172,98.3989758630795
2025-05-09 08:28:00,26.67209957490129,52.39455518934542,37.55776954330675,493.1796168545683,102.5781470525499
2025-05-09 08:29:00,24.849911749252634,58.06768064592594,35.607997613303496,653.9547533361018,98.84929195116887
2025-05-09 08:30:00,24.95684747438989,49.2787259186769,36.48131521637519,631.9196444642121,128.67106817187974
2025-05-09 08:31:00,25.305090325361228,51.60647933944195,40.06917861611198,522.9686462109104,103.78851229234975
2025-05-09 08:32:00,26.56456204301328,59.99690473196395,36.3991854816009,490.8796421584775,101.471418192987
2025-05-09 08:33:00,25.814840940028656,54.37935812591148,40.3534851083242,743.7896993368432,104.2959130331409
2025-05-09 08:34:00,24.659504583409536,48.959037708209806,38.09765731941333,635.7004425299561,95.58680995599903
2025-05-09 08:35:00,25.355837100954002,47.55098467317413,40.83825077693328,463.64641362719675,109.29479062093539
2025-05-09 08:36:00,22.671097611802335,55.243583396969036,44.39102782718322,470.6374463917706,103.61001946177102
2025-05-09 08:37:00,25.164440386120983,60.70948268484005,44.196239226952976,563.8488027549531,103.15171703892491
2025-05-09 08:38:00,22.491666043224377,60.642728887655934,46.44105235533041,673.2841806997633,93.7587977713306
2025-05-09 08:39:00,23.44946637205256,55.554402514464186,44.1907344844858,659.500880210828,84.35669673550906
2025-05-09 08:40:00,19.376156737285143,65.04454709548064,41.19278765770902,713.1678537001218,94.9861391092271
2025-05-09 08:41:00,24.60214448905119,54.47589817029769,37.83284181179928,450.9650192539202,102.82633856259892
2025-05-09 08:42:00,23.03419198333747,54.307161883012945,38.06119538591888,622.3846689779657,95.55300520255054
2025-05-09 08:43:00,25.666717822806692,42.162820451305,35.61111346782095,742.591033232136,102.91727167067371
2025-05-09 08:44:00,24.585288915908105,52.76318525419392,40.02264645525779,733.2801730476099,97.67638123143695
2025-05-09 08:45:00,25.686143842052438,59.26007517454247,43.48693739355967,635.8909981412686,104.30579484626523
2025-05-09 08:46:00,22.374605182991193,62.81980668429852,36.3716619855849,834.8018508653877,90.23175874124686
2025-05-09 08:47:00,25.55757905573945,50.84882683166358,39.81391070668113,660.9285116415859,101.92890011885082
2025-05-09 08:48:00,27.15878451654499,57.31126164646524,36.613188856391155,704.2746632841342,93.59045853648603
2025-05-09 08:49:00,25.146237449897843,60.23439516161644,41.04677165093808,604.4447918775506,84.61717057869365
2025-05-09 08:50:00,25.185523513038433,55.056040765979496,37.25308308025025,521.9024707155713,98.34845876971625
2025-05-09 08:51:00,24.254396514592404,43.58359771236385,36.30244714352974,512.4790799221254,115.36317573818047
2025-05-09 08:52:00,23.212996829151955,56.23644999787126,36.60016652533987,618.1615214794421,85.41423592154018
2025-05-09 08:53:00,25.141788559052262,58.80715312030446,42.516643869227835,578.8497993149794,101.19392250394199
2025-05-09 08:54:00,21.740875634396897,50.2628855249077,39.51625297334822,423.1414330086519,107.97577063264224
2025-05-09 08:55:00,23.373367312618775,53.72922734562807,37.85789134999982,497.4206415074259,123.00030685144452
2025-05-09 08:56:00,21.343414796494226,49.22251978935618,41.307022512736054,568.1596425945907,95.07067017553312
2025-05-09 08:57:00,22.944515434027377,42.149262257098236,37.92741891266175,672.727937593716,93.67999395395687
2025-05-09 08:58:00,24.963067637840343,60.13502205893828,45.63258946842851,598.3926113837925,88.33307804060733
2025-05-09 08:59:00,24.758090064330695,54.98125733099074,35.130669231533716,592.7935789499486,111.4051633484622
2025-05-09 09:00:00,24.07637054330321,62.98837498352491,39.06514243591359,501.3087372996684,91.32585670760925
2025-05-09 09:01:00,24.255601491093017,59.28661095953089,32.976173891665,602.3166080062099,96.2940356822465
2025-05-09 09:02:00,21.171203073203685,53.228951191672756,38.26562804054953,731.9101027445988,81.51062122628744
2025-05-09 09:03:00,23.441156579143627,54.58409669947795,31.60182251146685,615.5575112758557,108.83971842678525
2025-05-09 09:04:00,22.977972590347186,57.830886953850865,43.731582612795634,449.2686418518138,111.58258280778026
2025-05-09 09:05:00,23.011410464228188,59.83441708377872,43.8325188350279,474.8477205695469,108.45775063584365
2025-05-09 09:06:00,24.89936794172063,56.61335315371006,43.92085086862238,658.8788877223153,83.94674718646282
2025-05-09 09:07:00,22.709239010242033,60.52796572644742,40.14436240087234,577.568452477738,106.07151040779306
2025-05-09 09:08:00,23.092978724808884,53.51665631662764,35.60064797644954,592.5419769896486,83.27329615276
2025-05-09 09:09:00,20.869396131435725,50.01428226607157,35.998296839820256,538.7265824985243,100.58040302064241
2025-05-09 09:10:00,23.558815229435744,54.67595373219435,47.650860276102605,650.3412212199912,102.05077579983798
2025-05-09 09:11:00,22.36824367842957,56.025924453680915,47.17838551899898,569.9082286754651,103.10183218108266
2025-05-09 09:12:00,24.118804393034466,48.992323026303566,40.61277578475386,581.3386778271396,105.34636532637468
2025-05-09 09:13:00,22.573337929886303,48.31638957926689,37.421829829598366,514.8776608336874,99.91966396440728
2025-05-09 09:14:00,24.156813368323824,57.23693148236714,46.84311711349255,692.169129814277,80.37570487271448
2025-05-09 09:15:00,23.782971358886485,52.96821574314788,36.52748419307595,577.8867208383579,105.35121008799533
2025-05-09 09:16:00,26.508062659563482,54.17079547168999,41.14424604047954,660.7880333119759,100.97608141127748
2025-05-09 09:17:00,24.74582697067979,53.20153667149588,46.75978652699229,480.6408435965982,90.97380208628766
2025-05-09 09:18:00,21.240543191156547,62.603004508816056,35.81830750167686,773.3883138378608,84.30602578863392
2025-05-09 09:19:00,22.102666733845936,61.308805801975,44.14611792818556,727.7374038513223,115.40022185924359
2025-05-09 09:20:00,24.0828120134885,48.81323154980416,42.602803979219345,409.0202330341073,112.31300538290682
2025-05-09 09:21:00,22.605228077411024,52.336033934597765,39.80241728884219,519.8062524936284,107.05957407307454
2025-05-09 09:22:00,19.547447354646224,59.25002133984796,35.03283200433442,647.7634391009885,93.23700088765297
2025-05-09 09:23:00,26.024319470750616,58.009681185516214,36.37780119948362,468.0271343850996,74.83004447788483
2025-05-09 09:24:00,25.08033602535811,54.79271018835107,41.447255364253294,586.8405917836674,107.64679175435235
2025-05-09 09:25:00,24.781465310237657,49.311998975178824,32.88331602559307,642.6631785976797,103.66686773855075
2025-05-09 09:26:00,23.089015431793626,51.587299769232274,40.65371929509125,581.5274088020517,96.25337690927823
2025-05-09 09:27:00,24.641515156514895,52.41616216226855,42.70525492030831,653.8838703537097,111.24806306697876
2025-05-09 09:28:00,22.943459513668678,56.3849716555955,44.9261008640455,530.6670095398118,108.4799753396285
2025-05-09 09:29:00,24.307285950326538,63.51863577348619,33.00821462769889,375.58184578318776,101.7609548823085
2025-05-09 09:30:00,22.619125161245282,51.56559882605936,46.58123648580637,698.211531216506,100.35058417871115
2025-05-09 09:31:00,26.27443267583402,49.8698237622238,48.476817470899675,697.581465360253,100.50967717599681
2025-05-09 09:32:00,21.644645018877235,54.45706761586028,42.05075783856797,850.3636642288333,106.79939872834746
2025-05-09 09:33:00,25.848425744266248,60.158694902570296,34.809757092876694,379.2813482065685,91.42523653457012
2025-05-09 09:34:00,24.058373742025996,47.76558516619649,38.359453558198794,675.0832109346816,104.25983121785036
2025-05-09 09:35:00,23.265799506987015,62.26817075437474,39.762013774407464,403.13178619166126,90.7940905553041
2025-05-09 09:36:00,24.250504382543607,54.139843189421654,41.35231754365278,775.6493281675318,113.36555171752234
2025-05-09 09:37:00,25.100022010767272,51.328399988433134,40.10990776321801,648.786683369601,105.32128571575234
2025-05-09 09:38:00,26.050120105041596,46.999053566189204,41.40582571447308,504.8071152323747,93.11771738361071
2025-05-09 09:39:00,24.469714534700298,58.532603867103134,39.546266213304385,678.0222474601436,100.8059582402975
2025-05-09 09:40:00,22.663955872106584,54.14414402379233,41.325535472561214,544.6954992283064,91.4621361997196
2025-05-09 09:41:00,24.08344518564868,55.85352741377253,37.69738289419343,630.0416099551269,115.04112837700796
2025-05-09 09:42:00,26.72518985499356,50.49594129494318,38.309066415087656,620.5960716209084,116.2287598447121
2025-05-09 09:43:00,26.021517128268936,53.40451982874488,37.11987414761666,774.4168136147294,106.96223682562848
2025-05-09 09:44:00,25.36314521718654,52.567093768226314,49.58629767252036,781.4925910086513,115.56656567654578
2025-05-09 09:45:00,25.19353053018358,54.49703447310896,47.31950393087161,540.2734626726494,101.517959488725
2025-05-09 09:46:00,25.049175135909813,51.65223836812095,42.77647095006808,705.8105617996036,107.63512567174797
2025-05-09 09:47:00,25.738132251764803,47.32909519656389,46.62654498633869,635.4840155570298,112.24724521909755
2025-05-09 09:48:00,23.31505682141714,68.64249872648304,43.992306694889415,458.73179329930883,99.94256404484084
2025-05-09 09:49:00,21.96737090133749,48.18297876331243,40.90635579757028,530.377161962782,100.71103857317345
2025-05-09 09:50:00,24.10350525110559,55.907295034712696,32.472143294901585,833.6146099599624,109.33656601428898
2025-05-09 09:51:00,22.773627619833462,46.13986085787979,38.6891803993743,635.7854401104655,106.46497965595994
2025-05-09 09:52:00,22.41746886693422,45.01476281691012,38.32481053990824,699.9779579517523,92.44539279798947
2025-05-09 09:53:00,22.9195821351181,55.489132459261334,34.33462413453921,578.7955687633009,78.13170628728531
2025-05-09 09:54:00,27.727970886800527,55.871837938841516,32.56918862696692,546.0058085280658,98.24471937402951
2025-05-09 09:55:00,24.204186951113766,61.307494954011915,42.46359673283513,602.7264507634475,79.03085820774821
2025-05-09 09:56:00,24.542861754541484,56.99773420507853,41.62252161185406,573.3895944753783,90.08982663894452
2025-05-09 09:57:00,22.166455789493618,54.25094640627105,34.16301509966194,450.6747068968402,91.25713042799616
2025-05-09 09:58:00,21.234370561811055,50.25199877967498,36.270607467819055,499.6674542545968,94.31357689059874
2025-05-09 09:59:00,22.77142103532179,62.49506034116774,45.80611136577082,670.7884514412231,108.20438144163542
2025-05-09 10:00:00,26.157293377813122,59.644256230251116,35.611517432417195,561.9309310897589,110.37679540730261
2025-05-09 10:01:00,24.501413199114783,48.768352611257875,40.853994519669016,602.5704882027907,105.08740719807207
2025-05-09 10:02:00,24.89789263716659,55.18981864105318,39.0511085021601,623.492305049721,106.32506976061805
2025-05-09 10:03:00,25.10784905880309,55.720261157632486,42.53181735531032,631.305004881872,106.56120456368646
2025-05-09 10:04:00,23.112975930302582,53.27173171697166,35.71946173671785,714.6579061315371,75.03170008779077
2025-05-09 10:05:00,26.081948375960053,58.85925242903397,40.45041738770053,490.1304184931468,100.10197682007116
2025-05-09 10:06:00,23.050788601166726,59.158665691740886,40.84361288672939,657.0252723543624,82.03541278829995
2025-05-09 10:07:00,26.10934853889383,54.04757151097447,41.1509040311461,675.5027793519648,105.0913947567154
2025-05-09 10:08:00,24.66345323420301,53.595653771011705,40.39536928981307,698.5851779001506,79.06891852680303
2025-05-09 10:09:00,21.316432268630518,62.494792313337655,41.72304660297055,458.70824005851273,98.19561464649301
2025-05-09 10:10:00,22.877985770099198,59.664194461811185,50.958851660254055,625.4819218346998,105.47769776019587
2025-05-09 10:11:00,21.322592200691844,55.36180194954192,52.80648888385553,771.6075946398518,88.82242051683689
2025-05-09 10:12:00,25.744923199191312,46.85395480459973,36.80391929606639,590.0879480843377,109.6171596051322
2025-05-09 10:13:00,23.9628968687964,56.72000053152518,28.408785098237505,648.3494701964291,105.06622169951747
2025-05-09 10:14:00,20.65748634007533,58.49041732458834,42.977476503609864,678.0395594585185,103.8082469583791
2025-05-09 10:15:00,24.56362032257949,41.22739185800813,40.93126229950633,497.453015560174,106.98001587510532
2025-05-09 10:16:00,23.19425360641752,56.25934724159013,45.305209295917905,783.3824728999974,96.40799912233345
2025-05-09 10:17:00,21.774291217450013,52.91654006602133,41.424429498576586,649.9500796968904,101.51918863756809
2025-05-09 10:18:00,26.516948755453047,53.89572859935224,40.293019697628594,651.9502814193427,100.100515722342
2025-05-09 10:19:00,24.16092879914487,50.4630952361834,45.64453297938611,433.7972621989465,99.87451055383855
2025-05-09 10:20:00,23.559852896530032,54.25905354798179,46.34390294206921,679.4544798213313,93.27968923352923
2025-05-09 10:21:00,23.400862828520975,61.95995788090666,33.06719970609501,650.6410341379137,87.57467885277295
2025-05-09 10:22:00,21.73008079626334,52.76800750592242,35.91696906430208,762.4191327722065,96.63141650710524
2025-05-09 10:23:00,22.043176650623835,59.82786779396592,39.47203520355661,568.8734785695647,96.08052092805733
2025-05-09 10:24:00,25.927375177312626,50.96834390560195,40.49218811962292,501.23416704015585,92.6326901248311
2025-05-09 10:25:00,23.289175695321422,58.79378096328019,38.87008398323876,531.7761005225667,108.52053781810024
2025-05-09 10:26:00,24.033101551405295,55.008279278109754,42.17103588930943,549.5021764992701,88.27793382144387
2025-05-09 10:27:00,20.933504285698387,56.760124143946406,44.9805239465855,488.1153481868626,98.28490841108759
2025-05-09 10:28:00,22.02286194630674,55.03576628048744,48.61354855360364,729.0160023765993,111.66339711561253
2025-05-09 10:29:00,24.91471877981213,58.20812616220604,42.8945651188645,732.7697862931667,109.09129352599552
2025-05-09 10:30:00,24.56656764017075,42.16207441033121,35.73833160773445,580.4208298859945,112.16293885097282
2025-05-09 10:31:00,26.630062798086474,47.90087343271215,39.26311887401091,560.7240077915806,94.09219422625773
2025-05-09 10:32:00,26.01443449744684,57.08540249004322,39.623238793702214,418.4518086680688,107.84288125727707
2025-05-09 10:33:00,23.653933541272764,44.78230823051882,42.573201199905796,669.5961255303605,89.37029603021868
2025-05-09 10:34:00,24.709430347069908,52.34709822176396,41.94084016716971,765.3440108825844,97.2412604418346
2025-05-09 10:35:00,23.52509483564539,54.72829579481675,50.25198325555755,536.2805282740444,98.18244189219807
2025-05-09 10:36:00,27.08221472795797,50.859299311935516,37.69243432372546,588.3215474223601,94.2415978780199
2025-05-09 10:37:00,25.7235220440786,51.542192986531134,41.92375266883401,643.4291461315731,96.38186011915475
2025-05-09 10:38:00,24.254527636286628,56.35791100076796,51.77355698872046,772.4418360609906,95.06624072502647
2025-05-09 10:39:00,24.300592177314527,60.04647477889905,37.073965515481994,619.9776221835094,90.17606188898304
2025-05-09 10:40:00,26.167275430889713,50.20775309372596,40.725743480851776,619.5429916026519,108.56413506005791
2025-05-09 10:41:00,24.86936677067077,52.12470901906315,35.27559749437992,617.9318501159803,98.17549997125731
2025-05-09 10:42:00,26.33794202560513,51.343695133364776,40.41043449813716,457.4967493096327,102.01436543917286
2025-05-09 10:43:00,20.70952811061169,42.8931012406136,36.09891425931179,455.32093461701356,101.63776871192854
2025-05-09 10:44:00,24.691842392248198,55.70855895158754,45.23400451745673,519.2004830885128,100.54726425110022
2025-05-09 10:45:00,23.226847702977924,59.67358872914246,40.736594295156976,701.2890574037373,100.92804546056429
2025-05-09 10:46:00,26.63456698144199,60.08321603657941,35.32301370008853,566.4642929454006,96.94582779968978
2025-05-09 10:47:00,26.319598030784743,50.64616811779631,44.202838488958356,547.0395951197708,114.18396868514863
2025-05-09 10:48:00,24.04925371365196,48.741509757399285,40.89833019435794,545.2825395856232,107.6074476163536
2025-05-09 10:49:00,26.30344646821655,55.10802773795842,44.76409388611727,586.2343121527323,100.1838203277102
2025-05-09 10:50:00,26.67467177998876,59.14636843283233,34.26168686026126,770.210793410164,95.52945564033936
2025-05-09 10:51:00,24.111610007889222,55.77425224155192,41.844122061243304,584.8802614302879,98.8117915727092
2025-05-09 10:52:00,27.707900658647787,56.4465231793688,43.86670847322355,521.3702594625141,104.17621516371746
2025-05-09 10:53:00,23.952988270995416,60.70915463868117,37.883112548821316,602.5245629081633,114.99940092536312
2025-05-09 10:54:00,23.678218574496135,51.30431720384648,33.70498636515924,775.5083605761537,86.26952455334956
2025-05-09 10:55:00,25.298808882876514,53.90014956663485,39.79196252314803,549.7175281064384,106.59774758641778
2025-05-09 10:56:00,23.46931390328653,63.173027558806005,46.14057646890464,481.8994991569055,111.26723636778634
2025-05-09 10:57:00,24.128009663692342,54.01594438451187,45.629651653170285,549.9008730269583,85.13281530094768
2025-05-09 10:58:00,26.114151636076365,48.663315170167145,37.857857826222116,612.8763736348433,98.18849123268726
2025-05-09 10:59:00,24.028828278325907,51.65321951874853,33.584572818117785,668.824095082534,89.35482026916961
2025-05-09 11:00:00,21.45747331053704,50.30910074389379,37.844101398252135,700.6883578682246,104.30529611677035
2025-05-09 11:01:00,24.550979081773797,56.78581292850635,37.657611746340436,495.42827260376714,96.41649067644448
2025-05-09 11:02:00,22.95555963142141,50.520264982056105,42.23223391652389,504.91546655409303,98.69860933119874
2025-05-09 11:03:00,25.29790673594182,56.35517126430622,39.47499248547939,567.673774061251,95.88944192721526
2025-05-09 11:04:00,25.04428457373937,51.31967390729675,36.23367894131429,668.4493024696897,107.20163432768268
2025-05-09 11:05:00,26.20710052224978,44.38310730800886,45.52131533630334,473.99921023477447,102.29032960598138
2025-05-09 11:06:00,25.361298451189047,56.53309893490961,40.70212933722417,539.2673089582303,102.30926764039656
2025-05-09 11:07:00,25.635366425487096,55.742318407734444,42.17707826365471,540.7256270588052,101.60621825081454
2025-05-09 11:08:00,22.99635485979343,57.5887890785442,31.375072829343665,694.174885536437,105.72490880452138
2025-05-09 11:09:00,25.205979743835755,51.63506390417372,27.87867564651357,652.8260760664438,97.38028145143677
2025-05-09 11:10:00,26.952676934040436,51.102277623203115,32.81227109277796,690.371836104992,117.00774787540927
2025-05-09 11:11:00,22.96702513704485,57.00733429240773,37.59728287196612,733.8677974233054,87.6520524878148
2025-05-09 11:12:00,26.699607437590647,62.5950978626549,42.88178008806904,569.434990491092,82.74081551830352
2025-05-09 11:13:00,23.175974863198004,55.05584004753164,28.28876564796351,481.25938451463185,81.91319431391426
2025-05-09 11:14:00,22.72204313242504,57.12292548023572,47.96426032185994,481.903638215298,79.20411880707564
2025-05-09 11:15:00,24.44430066503226,53.392061577871466,40.85283013385063,416.189243494116,106.73169814820253
2025-05-09 11:16:00,25.073865624193214,47.281847390631576,46.80147496474955,554.1233170333808,105.5136769928264
2025-05-09 11:17:00,25.367625185958396,59.83714709577029,35.57014958762936,561.5777385168261,112.07776491775596
